title,category,venue,address,date,url,lat,lon
Auf Nimmerwiedersehen 2025: Der 20. Jahresrückblick der satirischen Vorlesebühne,Bühne/Kabarett,ufaFabrik,"Viktoriastr. 10–18, 12105 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.10097106/,52.4541235,13.3817861
Weihnachten im Tierpark,Sonstiges,Tierpark Berlin,"Am Tierpark 125, 10319 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/sonstiges/1465.2852859498/,52.5015541,13.5312674
Die Räuber,Bühne/Schauspiel,Deutsches Theater,"Schumannstr. 13a, 10117 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/buehne+schauspiel/1465.10098525/,52.5243546,13.3819066
Heissa Holzmarkt,Handel/Markt,Holzmarkt 25,"Holzmarktstr. 25, 10243 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/handel+markt/1465.2854198358/,52.5119029,13.4253649
Ignorance is Bliss,Bühne/Schauspiel,Sophiensaele,"Sophienstr. 18, 10178 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/buehne+schauspiel/1465.10098234/,52.5258825,13.4016022
Saâdane Afif,Ausstellung/Museen,Hamburger Bahnhof - Nationalgalerie der Gegenwart,"Invalidenstr. 50-51, 10557 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004901/,52.52844,13.3720386
The Clock,Ausstellung/Museen,Neue Nationalgalerie,"Potsdamer Str. 50, 10785 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005170/,52.5070409,13.3676212
SWEAT (anthem),Bühne/Schauspiel,Tanzfabrik Wedding in den Uferstudios,"Uferstr. 23, 13357 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/buehne+schauspiel/1465.10098763/,52.5519575,13.3749883
Saturday Night Quiz by Yvonne Nightstand,Sonstiges,Bar Am Ufer,"Kiehlufer 121, 12059 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/sonstiges/1465.2863969243/,52.4812647,13.4525655
Xmas Shop in der Kopenhagener,Handel/Markt,MEHMET’s HALLOUMI DÖNER BY BAMYA,"Kopenhagener Str., 10437 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/handel+markt/1465.2864192661/,52.5490301,13.4078844
Wintermarkt Schloßplatz,Handel/Markt,Humboldt Forum,"Schloßplatz, 10178 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/handel+markt/1465.2855470143/,52.5161789,13.4006418
Wenn Ediths Glocken läuten Vol. 22,Bühne/Kabarett,BKA,"Mehringdamm 34, 10961 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.10096225/,52.4936405,13.3876998
Crazy X Oppenheimer,Bühne/Schauspiel,Theater Thikwa,"Fidicinstr. 40, 10965 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/buehne+schauspiel/1465.10098546/,52.4872353,13.3883628
Kinky Boots – The Musical,Bühne/Kabarett,Admiralspalast,"Friedrichstr. 101, 10117 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.10096695/,52.5207714,13.3889021
LIMAX - Naked Electronic Dance,Musik/Party,Pfeilerhalle,"Lobeckstr. 30-35, 10969 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/musik+party/1465.2858057108/,52.5031489,13.4077249
On Air On Fire,Bühne/Schauspiel,Theater an der Parkaue,"Parkaue 29, 10367 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/buehne+schauspiel/1465.10097055/,52.516993,13.4772031
Thomas Kammeier & Friends - Champagner-PopUp im Gasometer SKY,Sonstiges,Gasometer,"EUREF-Campus 17, 10829 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/sonstiges/1465.2864240296/,52.4813911,13.3564296
Der Traumzauberbaum,Sonstiges,Zeiss-Großplanetarium,"Prenzlauer Allee 80, 10405 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/sonstiges/1465.10030324/,52.5430569,13.4281438
On Water. WasserWissen in Berlin,Ausstellung/Museen,Humboldt Forum,"Schloßplatz, 10178 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005240/,52.5161789,13.4006418
Eine Weihnachtsgeschichte,Bühne/Kabarett,Bluemax Theater,"Marlene-Dietrich-Pl. 4, 10785 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.2850914051/,52.506926,13.3733397
I'm not here forrrrr…,Ausstellung/Andere Orte,Gropius Bau,"Niederkirchnerstr. 7, 10963 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.30005224/,52.5066209,13.3819472
Konstellationen,Ausstellung/Andere Orte,Gropius Bau,"Niederkirchnerstr. 7, 10963 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.30005223/,52.5066209,13.3819472
"Make a travel deep of your inside, and don’t forget me to take",Ausstellung/Andere Orte,PalaisPopulaire,"Unter den Linden 5, 10117 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.30005184/,52.5171465,13.3961451
BarFly Rock-Karaoke,Musik/Party,Specialgalerie Peppi Guggenheim International Berlin,"Weichselstr. 7, 12043 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/musik+party/1465.2861635925/,52.4842382,13.4330943
Eine Hommage an Kurt Cobain & Keith Jarrett: Christoph Spangenberg (Klavier),Musik/Konzert,Kammermusiksaal der Philharmonie,"Herbert-von-Karajan-Str. 1, 10785 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/musik+konzert/1465.10096123/,52.5099888,13.3696059
Kinktastisch!,Musik/Party,Insomnia,"Alt-Tempelhof 17-19, 12099 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/musik+party/1465.2026488627/,52.4659138,13.3855858
Off score,Ausstellung/Museen,Hamburger Bahnhof - Nationalgalerie der Gegenwart,"Invalidenstr. 50-51, 10557 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004900/,52.52844,13.3720386
Syrigana,Ausstellung/Museen,Hamburger Bahnhof - Nationalgalerie der Gegenwart,"Invalidenstr. 50-51, 10557 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004899/,52.52844,13.3720386
"""Immer wieder muss die Welt neu gesehen werden""",Ausstellung/Museen,Brücke-Museum,"Bussardsteig 9, 14195 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005280/,52.4669327,13.2747539
Comic-Stipendium 2025,Ausstellung/Museen,Museum für Kommunikation,"Leipziger Str. 16, 10117 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005154/,52.5099308,13.3872552
Dioskuren - Der geschenkte Tag,Ausstellung/Museen,Neues Museum,"Bodestr. 1-3, 10178 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005054/,52.520862,13.3982661
Every Artist Must Take Sides - Resonanzen von Eslanda und Paul Robeson,Ausstellung/Andere Orte,Akademie der Künste Hanseatenweg,"Hanseatenweg 10, 10557 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2853630883/,52.5183272,13.3468408
Flucht,Ausstellung/Museen,Museum Europäischer Kulturen,"Arnimallee 25, 14195 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004990/,52.455519,13.2926911
Green Planet Berlin. Welt verändern beginnt in deiner Stadt,Ausstellung/Museen,Alice - Museum für Kinder im FEZ,"Str. zum FEZ 2, 12459 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005272/,52.4610303,13.5486588
Haus Lemke - Die Möbel von Mies van der Rohe und Lilly Reich,Ausstellung/Museen,Kunstgewerbemuseum Tiergarten,"Matthäikirchpl. 4/6, 10785 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005290/,52.5084425,13.3677277
"Heute noch, morgen schon",Ausstellung/Museen,Nikolaikirche,"Nikolaikirchpl., 10178 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005244/,52.5168734,13.4075394
"Im Visier! Lovis Corinth, die Nationalgalerie und die Aktion ""Entartete Kunst""",Ausstellung/Museen,Alte Nationalgalerie,"Bodestraße 1-3, 10178 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004998/,52.520862,13.3982661
Käthe Kollwitz - Stille Kraft,Ausstellung/Museen,Käthe-Kollwitz-Museum,"Spandauer Damm 10, 14059 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.2853615592/,52.5206424,13.2927104
Max Ernst bis Dorothea Tanning. Netzwerke des Surrealismus,Ausstellung/Museen,Neue Nationalgalerie,"Potsdamer Str. 50, 10785 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004952/,52.5070409,13.3676212
Möglichkeiten einer Insel. Denken in Bildern von Gerstenberg bis Scharf,Ausstellung/Museen,Sammlung Scharf-Gerstenberg,"Schloßstr. 70, 14059 Berlin",Sa. 20.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005275/,52.5192239,13.2971723
