title,date,time,address,description,url,lat,lon
Ansichtssache(n),01.01.2026,12:00 – 		18:00 Uhr,Humboldt Forum - Ethnologisches Museum,In den letzten Jahren sind ethnologische Sammlungen in europäischen Museen stark in die Kritik geraten. Dem stellt sich auch das Humboldt Forum in Berlin.,https://www.visitberlin.de/de/event/ansichtssachen,52.5172152,13.4007352
BERLIN GLOBAL. Berlin Stadt der Geschichten,01.01.2026,12:00 – 		18:00 Uhr,Humboldt Forum,"Gestern, heute, morgen: Vieles, was in Berlin passiert, hat Einfluss auf die Welt. Und vieles, was in der Welt passiert, wirkt auf Berlin. BERLIN GLOBAL zeigt, wie die Stadt und ihre Menschen mit der Welt verbunden sind. Im ersten Obergeschoss des Humboldt…",https://www.visitberlin.de/de/event/berlin-global-berlin-stadt-der-geschichten,52.5172152,13.4007352
Beziehungsweise Familie,03.10.2025,12:00 – 		18:00 Uhr,Humboldt Forum – Sonderausstellungsflächen,Familie: (Fast) jeder Mensch hat eine und jede ist doch anders! Aber was hält uns als Familie zusammen? Und wer hat sich das eigentlich ausgedacht?,https://www.visitberlin.de/de/event/beziehungsweise-familie,52.5172152,13.4007352
Cihad Caner. Demonst(e)rating the Untamable Monster,14.09.2025,12:00 Uhr,KINDL – Zentrum für zeitgenössische Kunst,"Cihad Caner (*1990 in Istanbul, lebt in Rotterdam) hinterfragt in seiner künstlerischen Praxis die gesellschaftlichen Mechanismen von Repräsentation und Macht.",https://www.visitberlin.de/de/event/cihad-caner-demonsterating-untamable-monster,52.4794637,13.431275
Cornelia Parker. Stolen Thunder (A Storm Gathering),14.09.2025,12:00 Uhr,Kindl - Zentrum für zeitgenössische Kunst,"Cornelia Parker (* 1956 in Cheshire, lebt in London) vereint in ihrer Kunst Dekonstruktion und Neugestaltung: Immer wieder arbeitet sie mit alltäglichen Gegenständen, die sie sehr gewaltvollen Prozessen aussetzt. Für das monumentale Kesselhaus des KINDL…",https://www.visitberlin.de/de/event/cornelia-parker-stolen-thunder-storm-gathering,52.4794637,13.431275
An das wir uns festhalten,01.01.2026,12:00 – 		18:00 Uhr,Humboldt Forum - Museum für Asiatische Kunst,"Die Ausstellung versammelt elf künstlerische Positionen, die sich mit Familie und Verbundenheit auseinandersetzen.",https://www.visitberlin.de/de/event/das-wir-uns-festhalten,52.5172152,13.4007352
"Die Ziguangge: Halle des Purpurglanzes. Veranstaltungsort, Heldengalerie und Kriegsschauplatz",01.01.2026,12:00 – 		18:00 Uhr,Humboldt Forum - Museum für Asiatische Kunst,Bereits vor 2.000 Jahren ließen die Kaiser Chinas Porträts loyaler Beamter und Generäle anfertigen.,https://www.visitberlin.de/de/event/die-ziguangge-halle-des-purpurglanzes-veranstaltungsort-heldengalerie-und-kriegsschauplatz,52.5172152,13.4007352
Feliciano Lana. Die Geschichte der Weißen,01.01.2026,12:00 – 		18:00 Uhr,Humboldt Forum - Museum für Asiatische Kunst,"Die Aquarelle des 2020 verstorbenen, Indigenen Künstlers Feliciano Lana aus Brasilien beschäftigen sich mit der Geschichte des Kontakts zwischen Indigenen und Weißen am Oberen Rio Negro.",https://www.visitberlin.de/de/event/feliciano-lana-die-geschichte-der-weissen-0,52.5172152,13.4007352
"Flucht ꟾ Fotografien aus Moldau, Armenien und Georgien von Frank Gaudlitz",19.09.2025,12:00 Uhr,Museum Europäischer Kulturen,"Mehr als 110 Millionen Menschen wurden im Jahr 2023 gezwungen, aus ihrer Heimat zu fliehen. Von Flucht und Vertreibung sind heute mehr Menschen betroffen als je zuvor.",https://www.visitberlin.de/de/event/flucht-fotografien-aus-moldau-armenien-und-georgien-von-frank-gaudlitz,52.45556,13.292635
"Freiheit, Gleichheit, Solidarność. Polnische Standpunkte in Berlin",05.01.2026,10:30 Uhr,"Humboldt Forum: Berlin Ausstellung, 1. OG","Seit Jahrhunderten leben Pol:innen in Berlin und prägen die Stadt kulturell, sozial, politisch, und wirtschaftlich. Die polnische Grenze liegt nicht mal 100 km von Berlin entfernt. Aber die engen Verflechtungen zum Nachbarland werden in Berlin an mancher…",https://www.visitberlin.de/de/event/freiheit-gleichheit-solidarnosc-polnische-standpunkte-berlin,52.5172152,13.4007352
Geschichte(n) Tansanias,03.01.2026,10:30 – 		18:30 Uhr,Humboldt Forum,Das Gebiet des heutigen Tansanias ist geprägt von einer wechselhaften Geschichte. Aufgrund seiner Lage am Indischen Ozean waren die dortigen Gesellschaften schon früh Teil transregionaler Handelsnetzwerke.,https://www.visitberlin.de/de/event/geschichten-tansanias,52.5172152,13.4007352
