title,category,venue,address,date,url,lat,lon
"24-Stunden-Screening von ""The Clock""",Ausstellung/Museen,Neue Nationalgalerie,"Potsdamer Str. 50, 10785 Berlin",Do. 01.01,https://www.tip-berlin.de/event/ausstellung+museen/1465.10038813/,52.5066158,13.3671577
Berliner Neujahrslauf,Sonstiges,Brandenburger Tor,"Pariser Pl., 10117 Berlin",Do. 01.01,https://www.tip-berlin.de/event/sonstiges/1465.2863352319/,52.5163514,13.3786908
Naujahrsparty mit Erobique,Musik/Konzert,Festsaal Kreuzberg,"Am Flutgraben 2, 12435 Berlin",Do. 01.01,https://www.tip-berlin.de/event/musik+konzert/1465.2861618673/,52.4968232,13.4515556
Home Again x HEISSS NYE Berlin,Musik/Party,Alte Münze Berlin,"Molkenmarkt 2, 10179 Berlin",Do. 01.01,https://www.tip-berlin.de/event/musik+party/1465.2849014099/,52.5161294,13.4090769
Christmas Garden,Handel/Markt,Botanischer Garten Berlin,"Königin-Luise-Str. 6-8, 14195 Berlin",Do. 01.01,https://www.tip-berlin.de/event/handel+markt/1465.2852511439/,52.4582459,13.3048516
Weihnachten im Tierpark,Sonstiges,Tierpark Berlin,"Am Tierpark 125, 10319 Berlin",Do. 01.01,https://www.tip-berlin.de/event/sonstiges/1465.2852859498/,52.5036353,13.5248264
On Water. WasserWissen in Berlin,Ausstellung/Museen,Humboldt Forum,"Schloßplatz, 10178 Berlin",Do. 01.01,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005240/,52.516714,13.4031305
Schaufenster: Patryk Kujawa,Ausstellung/Andere Orte,KVOST - Kunstverein Ost,"Leipziger Str. 47, 10117 Berlin",Do. 01.01,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2860296251/,52.510281,13.3977259
I'm not here forrrrr…,Ausstellung/Andere Orte,Gropius Bau,"Niederkirchnerstr. 7, 10963 Berlin",Do. 01.01,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.30005224/,52.5066209,13.3819472
Konstellationen,Ausstellung/Andere Orte,Gropius Bau,"Niederkirchnerstr. 7, 10963 Berlin",Do. 01.01,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.30005223/,52.5066209,13.3819472
"Make a travel deep of your inside, and don’t forget me to take",Ausstellung/Andere Orte,PalaisPopulaire,"Unter den Linden 5, 10117 Berlin",Do. 01.01,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.30005184/,52.5171465,13.3961451
"Swingin' 26: BigBand der Deutschen Oper Berlin, Mette Nadja Hansen, Meta Hüper, Atrin Madani, Aryeh Nussbaum Cohen (voc), Ltg. Manfred Honetschläger",Musik/Konzert,Deutsche Oper,"Bismarckstr. 35, 10627 Berlin",Do. 01.01,https://www.tip-berlin.de/event/musik+konzert/1465.10095292/,52.5121441,13.3083771
Blank Washing (NYE),Musik/Party,About Blank,"Markgrafendamm 24c, 10245 Berlin",Do. 01.01,https://www.tip-berlin.de/event/musik+party/1465.2863632282/,52.5024767,13.466302
NYE - Primal Instinct 30H Party,Musik/Party,Haus der Visionäre,"Eichenstr. 4a, 12435 Berlin",Do. 01.01,https://www.tip-berlin.de/event/musik+party/1465.2862190344/,52.4834778,13.5800458
Off score,Ausstellung/Museen,Hamburger Bahnhof - Nationalgalerie der Gegenwart,"Invalidenstr. 50-51, 10557 Berlin",Do. 01.01,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004900/,52.52844,13.3720386
Power Dance Club NYD 2026 26Hours,Musik/Party,Kreuzwerk,"Lobeckstr. 30-35, 10969 Berlin",Do. 01.01,https://www.tip-berlin.de/event/musik+party/1465.2863632287/,52.5031489,13.4077249
Saâdane Afif,Ausstellung/Museen,Hamburger Bahnhof - Nationalgalerie der Gegenwart,"Invalidenstr. 50-51, 10557 Berlin",Do. 01.01,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004901/,52.52844,13.3720386
