title,category,venue,address,date,url,lat,lon
Thorsten Nagelschmidt & Lambert,Musik/Konzert,Bildungs- und Kulturzentrum Peter Edel,"Berliner Allee 125, 13088 Berlin",Mi. 17.12,https://www.tip-berlin.de/event/musik+konzert/1465.2855837392/,52.5509153,13.4615708
"Weihnachten bei den Thalbachs ‒ Alle Jahre wieder!? Lesung mit Anna, Katharina & Nellie Thalbach",Literatur,Philharmonie,"Herbert-von-Karajan-Str. 1, 10785 Berlin",Mi. 17.12,https://www.tip-berlin.de/event/literatur/1465.10097809/,52.5099888,13.3696059
Ignorance is Bliss,Bühne/Schauspiel,Sophiensaele,"Sophienstr. 18, 10178 Berlin",Mi. 17.12,https://www.tip-berlin.de/event/buehne+schauspiel/1465.10098234/,52.5258825,13.4016022
Crazy X Oppenheimer,Bühne/Schauspiel,Theater Thikwa,"Fidicinstr. 40, 10965 Berlin",Mi. 17.12,https://www.tip-berlin.de/event/buehne+schauspiel/1465.10098546/,52.4872353,13.3883628
Kindermittwoch in den KW,Sonstiges,KW Institute for Contemporary Art,"Auguststr. 69, 10117 Berlin",Mi. 17.12,https://www.tip-berlin.de/event/sonstiges/1465.10038625/,52.5271636,13.3948218
Christmas Garden,Handel/Markt,Botanischer Garten Berlin,"Königin-Luise-Str. 6-8, 14195 Berlin",Mi. 17.12,https://www.tip-berlin.de/event/handel+markt/1465.2852511439/,52.4582459,13.3048516
Xmas Shop in der Kopenhagener,Handel/Markt,MEHMET’s HALLOUMI DÖNER BY BAMYA,"Kopenhagener Str., 10437 Berlin",Mi. 17.12,https://www.tip-berlin.de/event/handel+markt/1465.2864192661/,52.5485897,13.4028162
On Water. WasserWissen in Berlin,Ausstellung/Museen,Humboldt Forum,"Schloßplatz, 10178 Berlin",Mi. 17.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005240/,52.516714,13.4031305
Eine Weihnachtsgeschichte,Bühne/Kabarett,Bluemax Theater,"Marlene-Dietrich-Pl. 4, 10785 Berlin",Mi. 17.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.2850914051/,52.506926,13.3733397
I'm not here forrrrr…,Ausstellung/Andere Orte,Gropius Bau,"Niederkirchnerstr. 7, 10963 Berlin",Mi. 17.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.30005224/,52.5066209,13.3819472
