Clubname;Adresse;Koordinaten;Link
Hallesches Haus;Tempelhofer Ufer 1, 10961 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/111649
Hamburg_Berlin;Anklamer Straße 8, 10115 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/46552
Hamburger Bahnhof - Museum für Gegenwart;Invalidenstraße 50-51, 10557 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/107440
Hanf Museum;Mühlendamm 5, 10178 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/251545
Hangar 49;"Holzmarktstrasse 15-17; Mitte; 10179 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/22881
Hank Chinaski;Koloniestraße 32, 13359 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/269134
Hansabibliothek;Altonaer Str. 15, 10557;Nicht in Liste verfügbar;https://ra.co/clubs/272505
Har Studio;Urbanstraße 116, 10967 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/185415
Hard Wax;Köpenicker Str. 70, 10179 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/183946
Harlekin Circus;Kurfürstenstr. 143, 10787 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/119273
Haselhorst 13;Am Juliusturm 13, 13599 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/172685
HAU;"Stresemannstrasse 29; Kreuzberg; 10963 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/23393
HAU Hebbel am Ufer;Hallesches Ufer 32, 10963 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/126360
Haubentaucher;Revaler Str. 99, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/102361
Haus Acht Frankenförde;Zum Pfefferfließ 8 14947 Frankenförde;Nicht in Liste verfügbar;https://ra.co/clubs/55297
Haus Der Berliner Festspiele;Schaperstraße 24, 10719 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/22572
Haus der Indonesischen Kulturen;Theodor-Francke-Straße 11, 12099 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/208617
Haus Der Kulturen Der Welt;"John-Foster-Dulles-Allee 10; Mitte; 10557 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/7693
Haus der Offiziere;Magdeburger Straße 15, 14770 Brandenburg;Nicht in Liste verfügbar;https://ra.co/clubs/101347
Haus der Sinne;Ystader Str. 10, 10437 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/92137
Haus der Visionäre;Eichenstr. 4a, 12435 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/266964
Haus des Rundfunks;Masurenallee 8-14, 14057 Berlin, germany;Nicht in Liste verfügbar;https://ra.co/clubs/208035
Haus Ungarn;Karl-Liebknecht-Straße 9, 10178 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/74431
Hausbar Berlin;54 Rykestrasse 10407, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/43143
Hb55;Herzbergstraße 55, 10365 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/257918
HBC;"Karl-Liebknecht-Strasse 9; Mitte; 10178 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/13313
Heat & Beat;Sonnenallee 67, 12045 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/96187
Heeresbäckerei;Köpenicker Str. 16-17, 10997 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/11864
Heide Witzka;Berlin, 13189, Berliner Str. 80-82;Nicht in Liste verfügbar;https://ra.co/clubs/85671
Heideglühen;Seestraße 1, 13353 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/206374
Heilig-Kreuz-Kirche Berlin-Kreuzberg;Zossener Straße 65, 10961 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/278775
Heimathafen Neukoelln Im Saalbau;Karl-Marx-Straße 141, 12043 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/26789
Heimlich;Naunynstr.27;Nicht in Liste verfügbar;https://ra.co/clubs/76208
Heinz Minki;vor dem Schlesischen Tor 3, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/45648
Heinz Schüftan;"Reuterstrasse 47; Neukölln; 12047 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/60642
Heizhaus Berlin;Marzahner Chaussee 50, 12681 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/88358
Hempgalore;Reuterstraße 40, 12047 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/198791
Heroes;Friedelstraße 49, 12047 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/69647
Herr Lenz am See;Sportpromenade 15, 12527 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/187725
Hertz Kulturräume;Hardenbergstr. 40a;Nicht in Liste verfügbar;https://ra.co/clubs/221010
Hertzallee 41;Hertzallee 41, 10787 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/154265
Herz;Weichselstraße 15 Neukölln, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/89441
Herzblut;Gotzkowskystraße 15, 10555 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/110510
HHV.de Store;Grünberger Str. 54, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/97805
Hier Am Containerbahnhof 1 (Ganz Hinten);Am Containerbahnhof 1 10367 Berlin nähe S Frankfurter Allee;Nicht in Liste verfügbar;https://ra.co/clubs/152262
Hier Und Jetzt;Brunnenstr. 43  -  Eingang Rheinsberger Str. (entrance on Rheinsberger Street);Nicht in Liste verfügbar;https://ra.co/clubs/23784
Himmelreich;Simon-Dach-Straße 36, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/27521
Hinterhof;"Genthiner Str. 20 ; 10785 Berlin";Nicht in Liste verfügbar;https://ra.co/clubs/134118
Hinterraum;Herzbergstr. 65, 10365 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/246164
Hintersee Bar;Greifenhagener Str. 55, 10437 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/126795
Hof 96;Torstraße 96, 10119 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/18212
Hofanlage;Eisenbahnstr. 102, 14542 Werder (Havel);Nicht in Liste verfügbar;https://ra.co/clubs/150360
Hole44;Hermannstr. 146, 12051 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/197098
Hollywood Nightclub;Potsdamerstr. 82, 10785, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/27957
Holmesplace-Boutique;Grünberger Str. 44a, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/206279
Holzmarkt 25;Holzmarktstrasse 25, 10243 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/216596
Holzmarktstrasse 15;Holzmarktstraße 15-18, 10179 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/100068
Home of adidas Football;Platz Der Republik, 10557 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/242229
Homebase;"Köthener Strasse 44; Mitte; 10963 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/10547
Hometown.berlin;Hertzallee 41, 10787 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/153292
Hoppetosse;"Eichenstrasse 4; Treptow; 12435 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/9585
HÖR Berlin;Hasenheide 47, 10967 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/177928
Hörapparat /// HeizBar44;Zossener Allee 44C, 15838 Am Mellensee, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/42198
Horns & Hooves;Danziger Str. 1, 10435 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/98277
Horse;Allerstr. 3 12049 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/182802
Horst Krzbrg;"Tempelhofer Ufer 1; Kreuzberg; 10961 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/16594
Horstfelde;"Schünower Strasse 19; 15806 Zossen OT Horstfelde; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/32430
Höschen;Dunckerstraße 9, 10437 Berlin, 10437 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/143993
Hošek Contemporary;MS Heimatland / Fisherinsel 10179 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/167731
Hotel am Steinplatz;Steinpl. 4, 10623 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/87876
Hotel am Zoo;Kurfürstendamm 25, 10719 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/69746
Hotel Mercure MOA;Stephanstr. 41, 10559 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/148760
Hotel Müggelsee;Müggelheimer Damm 145, 12559 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/92220
Hotel Riu Plaza Berlin;Martin-Luther-Straße 1, 10777 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/125965
Hotel Telegraphenamt -1;Monbijoustr. 11 10117 Berlin Germany;Nicht in Liste verfügbar;https://ra.co/clubs/230534
Hotel Zoe;Große Präsidentenstr. 6-7, 10178 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/156781
House of Color;Gneisenaustraße 66-67, 10961 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/238919
House of Gin;Budapester Strasse 45;Nicht in Liste verfügbar;https://ra.co/clubs/162339
House of Music;Revaler Str. 99, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/211062
House of Weekend;Alexanderstr. 7, 10178 Berlin-Mitte;Nicht in Liste verfügbar;https://ra.co/clubs/145383
HRD Bar;Auguststraße 2, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/110570
HTW Berlin, Campus WH;Wilhelminenhofstraße 75A, 12459 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/245052
Humana;Alexanderstraße 7, 10178, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/133746
Humana Second Hand Frankfurter Tor;Frankfurter tor 3, 10243 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/140637
Humana Second Hand Kreuzberg;Mehringdamm 35, Kreuzberg, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/143291
Humana Second Hand Neukölln;Karl-Marx-Straße 125, 12043 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/153134
Humboldt Forum;Schlossplatz 10178 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/216919
Humboldt Terrassen;Schloßpl. 5, 10178 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/128594
Humboldt Umspannwerk Ost;Kopenhagener Str. 58 / Sonnenburger Str. 73;Nicht in Liste verfügbar;https://ra.co/clubs/14517
Humboldthain;;Nicht in Liste verfügbar;https://ra.co/clubs/188488
Humboldthain Club;"Hochstraße 46; 13357 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/78234
Humpensaal;Kanalstraße, Wriezen;Nicht in Liste verfügbar;https://ra.co/clubs/71598
Huxley's Neue Welt;Hasenheide 107 - 113, Neukölln, 10967 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/73149
HVW8 Berlin;Linienstraße 161, 10115 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/179179
Icon;"Cantianstrasse 15; Prenzlauer Berg; 10437 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/3019
Ida Nowhere;Donaustraße 79, 12043 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/102257
Ikii;Herrfurthplatz 8, 12049 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/271542
Il Grande Torino;Petersburger str 96 10247 Berlin Germany;Nicht in Liste verfügbar;https://ra.co/clubs/61216
Il Kino;Nansenstraße 22, 12047 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/117151
Illuseum;Karl-Liebknecht-Str. 9 10178 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/261991
ÏMA Design Village;Ritterstraße 12-14, 10969 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/32339
Imperial;Friedrichstraße 101, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/85241
Improkdr;Berliner Straße 80-82, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/87865
Industriemuseum Brandenburg;August-Sonntag-Straße 5, 14770 Brandenburg an der Havel;Nicht in Liste verfügbar;https://ra.co/clubs/67150
Industriepalast Hostel;Warschauer Strasse 43 Berlin 10243;Nicht in Liste verfügbar;https://ra.co/clubs/197951
Inner Toy;Kopfstraße 48, 12053 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/71792
Insel der Jugend;"Alt-Treptow 6; Treptow; 12435 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/4093
Insel Lindwerder;Havelchaussee 1, 14193;Nicht in Liste verfügbar;https://ra.co/clubs/151169
Inselgalerie Berlin;Petersburger Str. 76A, 10249 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/193199
Insitut für Europäische Ethnologie;Mohrenstraße 40-41, 10117 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/79763
Insomnia;Alt-Tempelhof 17-19, 12099 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/66688
Instituto Cervantes Berlin;Rosenstraße 18-19, 10178 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/31595
Interkosmos;Fanningerstr. 47, 10365 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/228828
Intersoup;Schliemannstraße 31, 10437 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/26711
IPA Bar;Karl-Marx-Straße 195, 12055 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/112943
Ipse;Vor Dem Schlesischen Tor 2a, Berlin, 10997, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/278777
IQ-Studentenkeller;Magdeburger Str. 50, 14770 Brandenburg an der Havel;Nicht in Liste verfügbar;https://ra.co/clubs/87053
Isto. Berlin;Alte Schonhauser Strasse 33/34;Nicht in Liste verfügbar;https://ra.co/clubs/237179
IT;Elsenstrasse 48, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/141383
It's a Bar;Spreewaldpl. 14, 10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/137223
J.A.S.;Kaskelstraße 27, 10317 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/96229
Jackie O;Köpenicker Chaussee 1, 10317 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/130203
Jägerhütte;Revaler Straße 99, 10245 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/152938
Jail Bar;Ohlauer Str. 3, 10999 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/62098
Jaja;Weichselstraße 7, 12043 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/121664
Jamboree Bar;Marlene-Dietrich-Platz 2, 10785 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/139422
James June;Karl-Marx-Allee 93, 10243 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/78735
Jannowitzbrücke Spreeufer;Jannowitzbrücke Spreeufer, 10179 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/19289
Jenseits;Oranienstraße 16, 10999 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/45221
Jerry's House;Boernerstrasse 14, Weisensee, 13086;Nicht in Liste verfügbar;https://ra.co/clubs/149910
Jesus Club;"An der Schillingbrücke; 10243 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/23181
Jeton;Frankfurter Allee 98 ,10247 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/43670
Jeton Club;Filistin Caddesi, İzci Sokak No:2 06630 Ankara, Turkey;Nicht in Liste verfügbar;https://ra.co/clubs/152290
Jockel Biergarten;Ratiborstraße 14C, 10999 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/101862
Joe´s Bar;Schönhauser Allee 157;Nicht in Liste verfügbar;https://ra.co/clubs/24123
John Muir;Skalitzer Str. 51, 10997 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/77714
Jonny Knüppel;Lilli-Henoch-Straße 10, 10405 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/105642
Josef;"Stralauer Platz 34/35; Friedrichshain; 10245 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/6356
Josis;"Köpenicker Strasse 173; Kreuzberg; 10997 Berlin";Nicht in Liste verfügbar;https://ra.co/clubs/66587
Jugenddorf am Müggelsee;Fürstenwalder Damm 838, 12589 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/30818
Jugendkulturfabrik Brandenburg e.V.;Magdeburger Str. 15, Brandenburg, Brandenburg 14770;Nicht in Liste verfügbar;https://ra.co/clubs/67414
Julia Stoschek Foundation;Leipziger Strasse 60, 10117 Berlin, Deutschland;Nicht in Liste verfügbar;https://ra.co/clubs/276285
Julius Club;Julius Pintsch Ring 11 15517 Fürstenwalde;Nicht in Liste verfügbar;https://ra.co/clubs/20733
Junction Bar;Gneisenaustr.18, Berlin, 10961;Nicht in Liste verfügbar;https://ra.co/clubs/41722
Jungbusch Berlin;Weserstraße 16, 12047 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/93043
Jungfernheide;Heckerdamm, 13627 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/96196
Junky's Point Späti;Lohmühlenstraße 58, 12435 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/204961
JUP;Florastraße 84, 13187 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/182381
Justmusic Berlin;Oranienstr 140-142, 10969 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/71410
K17;Pettenkoferstraße 17a, 10247 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/101922
K9;Kinzigstrasse 9 / Friedrichshain;Nicht in Liste verfügbar;https://ra.co/clubs/45849
Kabbalah Center Berlin;Hauptstraße 27, 10827 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/127379
Kabelwerk Berlin;Gartenfelder Straße 14-28, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/150103
Kadewe;Tauentzienstraße 21-24, 10789 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/226445
Kadterschmiede Rigaer 94;Rigaer Str. 94,10247, Friedrichshain, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/94750
Kaduka;Weserstr. 207, 12047 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/177197
Kaffee & Tee;Frankfurter Tor 5 10243 Berlin-Friedrichshain, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/19416
Kaffee Burger;Torstraße 60, 10119 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/86240
Kaffeemitte;Weinmeisterstraße 9A, D-10178 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/90986
Kaho;Treskowallee 111, 10318 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/188782
Kaia;Libauer Str. 23, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/142820
Kaiser's;Lankwitzer Str. 19, 12209 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/110624
Kake;Ziegrastraße 11, 12057 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/172063
Kalkscheune;Johannisstraße 2, 10117 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/84352
Kamea Club;Briesener Str. 7, 15230 Frankfurt Oder, Land Brandenburg, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/21383
Kamine & Wein;Prinzenallee 58, 13359 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/228803
Kante Nkln;Ziegrastr. 20, 12057 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/269191
Kante Restaurant & Bar;Skalitzer Straße 64, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/218866
Kant-Garagenpalast;Kantstr. 127, 10625, Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/258503
Kantine am Berghain;"70 Am Wriezener Bahnhof; Friedrichshain; 10243 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/8742
Kantine Kohlmann;Skalitzer Str. 64, 10997 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/149951
Kaos Berlin;Wilhelminenhofstraße 92, 12459 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/207576
Kaosclub;Wilhelminenhofstraße 92, 12459 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/133954
Kapelle Alter St.-Matthäus-Kirchhof;"Großgörschenstr. 12-14; 10829 Berlin; Deutschland";Nicht in Liste verfügbar;https://ra.co/clubs/141464
Kapital;Potsdamer Strasse 76, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/2515
Kara Kas Bar;Kurfürstenstraße 9, 10785 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/84852
KARLSSON PENTHOUSE;Taubenstraße 30, 10117 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/26898
Kastanienkeller;Kastanienallee 85, 10435 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/129414
Katarkombe;Drontheimer Str. 37A, 13359 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/186869
KaterHolzig;"Michaelkirchstr. 22; 10179 Berlin; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/46957
Kaufhaus Jandorf;Brunnenstraße 19, 10119 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/86710
Keith Bar;Schillerpromenade 2, 12049 Berlin, Germany;Nicht in Liste verfügbar;https://ra.co/clubs/125751
Kesselhaus;Knaackstraße 97, 10435 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/12641
Kesselhaus & Maschinenhaus Kulturbrauerei Berlin;Schönhauser Allee 36 · 10435 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/204433
Khwan;Revaler Str. 99, 10245 Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/202898
Kiekebusch Open Air;"Rotberger Dorfstrasse (L402); 12529 Kiekebusch bei Schönefeld; Germany";Nicht in Liste verfügbar;https://ra.co/clubs/30845
Kiekebusch See;Kiekebusch See, 12529 Schönefeld;Nicht in Liste verfügbar;https://ra.co/clubs/112035
Kiesgrube / Werkhalle;Reetzer Str.,19348, Perleberg;Nicht in Liste verfügbar;https://ra.co/clubs/37054
Kiessee Karibik;Kiessee “Karibik”, Rägeliner Straße  bei Rossow, 16909 Wittstock/Dosse;Nicht in Liste verfügbar;https://ra.co/clubs/51178
Kiezkapelle;Hermannstraße 99–105;Nicht in Liste verfügbar;https://ra.co/clubs/259291
Kiezraum;Obentrautstrasse 19-21, 10963, Berlin;Nicht in Liste verfügbar;https://ra.co/clubs/253538
