title,category,venue,address,date,url,lat,lon
Wenn Ediths Glocken läuten Vol. 22,Bühne/Kabarett,BKA,"Mehringdamm 34, 10961 Berlin",Di. 23.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.10096225/,52.4936405,13.3876998
In Frisco ist der Teufel los,Bühne/Oper,Komische Oper im Schillertheater,"Bismarckstr. 110, 10623 Berlin",Di. 23.12,https://www.tip-berlin.de/event/buehne+oper/1465.10093838/,52.5120313,13.3185208
Der Traumzauberbaum,Sonstiges,Zeiss-Großplanetarium,"Prenzlauer Allee 80, 10405 Berlin",Di. 23.12,https://www.tip-berlin.de/event/sonstiges/1465.10030324/,52.5430569,13.4281438
Hänsel und Gretel letzte Vorstellung in dieser Spielzeit,Bühne/Oper,Deutsche Oper,"Bismarckstr. 35, 10627 Berlin",Di. 23.12,https://www.tip-berlin.de/event/buehne+oper/1465.10095256/,52.5121441,13.3083771
Christmas Garden,Handel/Markt,Botanischer Garten Berlin,"Königin-Luise-Str. 6-8, 14195 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2852511439/,52.4582459,13.3048516
Das Archiv der Träume,Bühne/Schauspiel,Berliner Ensemble,"Bertolt-Brecht-Platz 1, 10117 Berlin",Di. 23.12,https://www.tip-berlin.de/event/buehne+schauspiel/1465.10098657/,52.5221371,13.3856798
Kinky Boots – The Musical,Bühne/Kabarett,Admiralspalast,"Friedrichstr. 101, 10117 Berlin",Di. 23.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.10096695/,52.5207714,13.3889021
"Von Wasser, Wald und Wiese",Führung,Deutsches Historisches Museum,"Unter den Linden 2, 10117 Berlin",Di. 23.12,https://www.tip-berlin.de/event/fuehrung/1465.2864240277/,52.5177477,13.3970225
Weihnachten im Tierpark,Sonstiges,Tierpark Berlin,"Am Tierpark 125, 10319 Berlin",Di. 23.12,https://www.tip-berlin.de/event/sonstiges/1465.2852859498/,52.5016366,13.5244707
Eine Weihnachtsgeschichte,Bühne/Kabarett,Bluemax Theater,"Marlene-Dietrich-Pl. 4, 10785 Berlin",Di. 23.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.2850914051/,52.506926,13.3733397
Einfach das Ende der Welt letzte Vorstellung in dieser Spielzeit,Bühne/Schauspiel,Deutsches Theater,"Schumannstr. 13a, 10117 Berlin",Di. 23.12,https://www.tip-berlin.de/event/buehne+schauspiel/1465.10082451/,52.5243546,13.3819066
Off score,Ausstellung/Museen,Hamburger Bahnhof - Nationalgalerie der Gegenwart,"Invalidenstr. 50-51, 10557 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004900/,52.52844,13.3720386
Saâdane Afif,Ausstellung/Museen,Hamburger Bahnhof - Nationalgalerie der Gegenwart,"Invalidenstr. 50-51, 10557 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004901/,52.52844,13.3720386
Syrigana,Ausstellung/Museen,Hamburger Bahnhof - Nationalgalerie der Gegenwart,"Invalidenstr. 50-51, 10557 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004899/,52.52844,13.3720386
Wintermarkt Schloßplatz,Handel/Markt,Humboldt Forum,"Schloßplatz, 10178 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2855470143/,52.5167106,13.4024811
Bettina Wegner & Karsten Troyke,Musik/Konzert,Distel,"Friedrichstr. 101, 10117 Berlin",Di. 23.12,https://www.tip-berlin.de/event/musik+konzert/1465.10097457/,52.5207714,13.3889021
Comic-Stipendium 2025,Ausstellung/Museen,Museum für Kommunikation,"Leipziger Str. 16, 10117 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005154/,52.5099308,13.3872552
Dioskuren - Der geschenkte Tag,Ausstellung/Museen,Neues Museum,"Bodestr. 1-3, 10178 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005054/,52.520862,13.3982661
Every Artist Must Take Sides - Resonanzen von Eslanda und Paul Robeson,Ausstellung/Andere Orte,Akademie der Künste Hanseatenweg,"Hanseatenweg 10, 10557 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2853630883/,52.5183272,13.3468408
"Heute noch, morgen schon",Ausstellung/Museen,Nikolaikirche,"Nikolaikirchpl., 10178 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005244/,52.5168734,13.4075394
"Im Visier! Lovis Corinth, die Nationalgalerie und die Aktion ""Entartete Kunst""",Ausstellung/Museen,Alte Nationalgalerie,"Bodestraße 1-3, 10178 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004998/,52.520862,13.3982661
Käthe Kollwitz - Stille Kraft,Ausstellung/Museen,Käthe-Kollwitz-Museum,"Spandauer Damm 10, 14059 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.2853615592/,52.5205554,13.2963595
Max Ernst bis Dorothea Tanning. Netzwerke des Surrealismus,Ausstellung/Museen,Neue Nationalgalerie,"Potsdamer Str. 50, 10785 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004952/,52.5070409,13.3676212
Natur und deutsche Geschichte. Glaube - Biologie - Macht,Ausstellung/Museen,Deutsches Historisches Museum,"Unter den Linden 2, 10117 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30004821/,52.5177477,13.3970225
The Clock,Ausstellung/Museen,Neue Nationalgalerie,"Potsdamer Str. 50, 10785 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+museen/1465.30005170/,52.5070409,13.3676212
Tim Fischer singt Hildegard Knef – Na und,Bühne/Kabarett,Bar jeder Vernunft,"Schaperstr. 24, 10719 Berlin",Di. 23.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.10091370/,52.4986265,13.3287067
Schneewittchen und der Zauberspiegel,Bühne/Kabarett,Wintergarten,"Potsdamer Str. 96, 10785 Berlin",Di. 23.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.10095515/,52.5020464,13.3644619
Tödliche Weihnacht,Bühne/Kabarett,Wühlmäuse,"Pommernallee 2-4, 14052 Berlin",Di. 23.12,https://www.tip-berlin.de/event/buehne+kabarett/1465.10077988/,52.5088651,13.2707514
E-1027+123,Ausstellung/Galerien,Galerie Kornfeld,"Fasanenstr. 26, 10719 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+galerien/1465.2848365500/,52.5014,13.3270023
