title,category,venue,address,date,url,lat,lon
EastUnBloc,Ausstellung/Andere Orte,nGbK,"Karl-Liebknecht-Str. 11/13, 10178 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2860296247/,52.5218517,13.4076304
"Eine Frau, die weiß, was sie will!  letzte Vorstellung in dieser Spielzeit",Bühne/Oper,Komische Oper im Schillertheater,"Bismarckstr. 110, 10623 Berlin",Di. 23.12,https://www.tip-berlin.de/event/buehne+oper/1465.10079778/,52.5120313,13.3185208
Groundless,Ausstellung/Galerien,Zilberman Gallery,"Schlüterstr. 45, 10707 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+galerien/1465.2856544532/,52.5004841,13.3169278
Made in Paris,Ausstellung/Galerien,68projects,"Fasanenstr. 68, 10719 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+galerien/1465.2848365523/,52.5008537,13.3273006
Moyra Davey,Ausstellung/Andere Orte,n.b.k.,"Chausseestr. 128-129, 10115 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.30005286/,52.5292781,13.3882266
UdK Berlin Art Award 2025,Ausstellung/Andere Orte,Kommunale Galerie Berlin,"Hohenzollerndamm 176, 10713 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2853630889/,52.4894924,13.3120475
VINCENT: ZWISCHEN WAHN UND WUNDER,Ausstellung/Andere Orte,khroma l new media art center,"Revaler str. 99, 10245 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2860459814/,52.5064417,13.4572149
What If: A Change of Perspective,Ausstellung/Andere Orte,Aedes Architecture Forum,"Christinenstr. 18/19, 10115 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2854418309/,52.5315158,13.410782
für uns,Ausstellung/Andere Orte,Fotografiska Berlin,"Oranienburger Str. 54, 10117 Berlin",Di. 23.12,https://www.tip-berlin.de/event/ausstellung+andere_orte/1465.2827184170/,52.5256724,13.3891203
42. Weihnachtsmarkt an der Gedächtniskirche,Handel/Markt,Breitscheidplatz,"Breitscheidplatz, 10789 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2856327845/,52.5049676,13.335294
Berliner Weihnachtszeit am Roten Rathaus,Handel/Markt,Rotes Rathaus,"Rathausstr. 15, 10178 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2855470002/,52.5182718,13.4078309
Berliner Wintertraum,Handel/Markt,Berliner Wintertraum,"Schnellerstr. 145, 12439 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2852989543/,52.4645931,13.4982029
Hawkins Christmas Market – Stranger Things Weihnachtsmarkt in Berlin,Handel/Markt,Pop Kudamm,"Kurfürstendamm 229, 10719 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2860675418/,52.5036757,13.3322146
Potsdamer Weihnachtszauber,Handel/Markt,Luisenplatz Potsdam,"Luisenplatz, 14471 Potsdam",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2855140773/,52.399019,13.0474584
Spandauer Winterland,Handel/Markt,Altes Postgelände,"Klosterstr. 38, 13581 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2855188945/,52.5334839,13.1996139
Weihnachts-Biergarten,Handel/Markt,Prater,"Kastanienallee 7–9, 10437 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2858977018/,52.5402446,13.4095113
WeihnachtsZauber Gendarmenmarkt,Handel/Markt,Gendarmenmarkt,", 10117 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2854015437/,52.5175184,13.3877686
Weihnachtsmarkt am Alexanderplatz,Handel/Markt,Alexanderplatz,"Alexanderplatz 1, 10178 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2597168270/,52.5215059,13.4123809
Weihnachtsmarkt am KaDeWe,Handel/Markt,Wittenbergplatz,"Wittenbergplatz, 10789 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2854198339/,52.5017976,13.3430005
Weihnachtsmarkt am Schloss Charlottenburg,Handel/Markt,Schloss Charlottenburg,"Spandauer Damm 20–22, 14059 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.10030669/,52.518331,13.2802071
Winterwelt Grünau,Handel/Markt,Strandbad Grünau,"Sportpromenade 9, 12527 Berlin",Di. 23.12,https://www.tip-berlin.de/event/handel+markt/1465.2854219857/,52.4088769,13.6068546
